# LBCH-2026-001 verification witness — THREE-WAY per-vector sigCheck record, post-fix.
#
# Re-measurement of the CHECKMULTISIG Schnorr billing fix (commit 06cc3a3) against BOTH reference
# engines. Supersedes nothing; it ADDS the BCHN (consensus) leg that the fix-time artifact
# LBCH-2026-001-fix-deltas.tsv lacked, which is what left the soundness direction unclosed.
#
# ENGINE / CORPUS VERSIONS
#   leanbch = ./.lake/build/bin/costprobe @ LeanBCH commit 06cc3a3, LEANBCH_SECP=native
#             (oracle banner: "native(libsecp256k1/BCHN-vendored)")
#   bchn    = legs/bchn/bchn-leg of bch-conformance, linking BCHN's own script engine built from
#             bchn-src @ 864c53ee34924cca6c6b6d96607ff2cedcdccf02 (v29.0.1), run with --mode consensus
#   libauth = @bitauth/libauth 3.1.0-next.8 at LeanBCH/optimizer/node_modules,
#             createVirtualMachineBch2026(); verify() for the verdict, evaluate().metrics for counts
#   corpus  = vmb_tests, the 11 signature families, 5,803 vectors, 4,467 metric-comparable.
#             Read from bchd-src/txscript/data/vmb_tests @ 1c26e26; all 18 family files are
#             byte-identical (cmp) to bchn-src/src/test/data/vmb_tests @ 864c53e.
#   Measured 2026-07-21.
#
# DRIVER VALIDATION (done BEFORE any use): the libauth driver reproduces the committed witness
#   conformance/evidence/LBCH-2026-001-rootcause.tsv on 0u4tu8 exactly (sigChecks 1, hashIters 22,
#   opCost 30962). The costprobe run reproduces all 1,486 rows of LBCH-2026-001-fix-deltas.tsv on
#   three independent columns (sigChecksAfter, libauthSigChecks, opCostAfter) with 0 mismatches.
#
# sigBefore is the pre-fix LeanBCH count, reconstructed from the committed fix-deltas artifact
# (which lists every vector that MOVED); vectors absent from it did not move, so before == after.
#
# HEADLINE — sigChecks, over the 4467 metric-comparable vectors:
#   vs libauth : before agree/over/under = (2229, 1912, 326)
#                after  agree/over/under = (2799, 1342, 326)
#   vs BCHN    : before agree/over/under = (1549, 2594, 324)
#                after  agree/over/under = (1759, 2384, 324)
#
# SOUNDNESS DIRECTION (LeanBCH billing LESS than consensus):
#   324 vectors bill under BCHN. ALL of them are vectors LeanBCH REJECTS
#   (leanVerdict=0) and BCHN accepts; 0 of them are new (the fix introduced none).
#   On the 1817 vectors LeanBCH ACCEPTS: under=0, agree=1547, over=270
#   — an under-bill on an accepted input is the only way a cost defect can cause a wrong ACCEPT,
#   and there are none, before or after the fix.
#   Cause of the 324: all are core.signing-serialization Schnorr-multisig vectors whose
#   locking script carries FOUR signature ops; LeanBCH errors at the first CHECKMULTISIG with a
#   non-empty dummy (the deferred branch, LeanBCH/VM/Extended.lean:228) and never executes -- hence
#   never bills -- the remaining three. Deferral of EXECUTION, not a billing error.
#
# MULTISIG PARTITION (the families named *.multisig.*): comparable=1367, verdict-agreeing-with-libauth=1155
#   vs libauth, verdict-agreeing: before (333, 820, 2) -> after (477, 676, 2)  (agree/over/under)
#   The historical "2,617 verdict-agreeing multisig vectors / 1,255 / 1,360 / 2" is NOT reproducible:
#   the multisig families supply only 1908 vectors in total (1367 comparable), and a search over 11
#   candidate partitions x {libauth,bchn} x {before,after} found NO combination yielding that triple.
#   Its "under = 2" column DOES reproduce exactly: 0u4tu8 and g8xdap, both m-of-15, both LeanBCH 0 /
#   libauth 1 / BCHN 0 -- i.e. LeanBCH matches CONSENSUS and libauth is the outlier (LBCH-2026-003).
#
# columns: sigBefore/sigAfter = LeanBCH pre/post fix; sigLibauth, sigBchn = reference engines.
# leanVerdict: 1=accept 0=reject. bchnOutcome: BCHN's accept/reject. expected: corpus polarity.
vectorId	family	variant	expected	leanVerdict	bchnOutcome	sigBefore	sigAfter	sigLibauth	sigBchn	opCostAfter
h49vsf	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	1	0	30886
h4d5nz	core.signing-serialization	invalid	0	1	reject	4	4	0	0	107792
h4e6rg	core.signing-serialization	standard	1	1	accept	8	8	8	8	215097
h4n8w8	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136274
h4nh9m	core.signing-serialization	standard	1	1	accept	6	6	6	6	161604
h5g5uw	core.signing-serialization	standard	1	1	accept	4	4	4	4	108412
h5nfq8	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54541
h5xqdw	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54517
h5ygjt	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
h6qsyr	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79784
h6r3fz	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54524
h6rsxh	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28471
h6vmyz	core.signing-serialization	standard	1	1	accept	6	6	6	6	162439
h78wkq	core.signing-serialization	standard	1	0	accept	3	1	4	4	29369
h7f2p5	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109801
h7h06r	core.signing-serialization	invalid	0	0	reject	7	7	0	0	189156
h7vg3s	core.signing-serialization	standard	1	1	accept	8	8	8	8	215116
h7y4uf	core.signing-serialization	standard	1	0	accept	3	1	4	4	29369
h84cq9	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54510
h86rre	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27901
h8axup	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80523
h8js5c	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54510
h92nq9	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27881
h9egfc	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28495
h9ff4f	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189151
h9rjrx	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54523
h9rx0t	core.signing-serialization	standard	1	1	accept	8	8	8	8	214130
h9yj0c	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	0	0	524057
ha3g8q	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80546
ha9ccx	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28484
haggp8	core.signing-serialization	standard	1	1	accept	4	4	4	4	108380
hajv7v	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29369
hav8pf	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54546
hax6z9	core.signing-serialization	standard	1	1	accept	4	4	4	4	108452
hcky4q	core.signing-serialization	standard	1	0	accept	2	1	4	4	29073
hcned6	core.signing-serialization	standard	1	0	accept	1	1	4	4	28471
hculpe	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79784
hd3rkj	core.data-signatures	standard	1	1	accept	1	1	1	1	26900
hdkykp	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54524
hdpdwp	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	0	0	27931
hdvvsp	core.signing-serialization	invalid	0	1	reject	8	8	0	0	215340
hdxmv5	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28506
hdzp7f	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27901
he5nky	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	1	1	0	28031
he9mdq	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54517
hes337	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54534
hfa8wz	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27883
hfjljw	core.data-signatures	standard	1	1	accept	1	1	1	1	29379
hfxpzs	core.signing-serialization	standard	1	1	accept	8	8	8	8	215092
hgf96p	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27913
hh5puk	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27869
hhaa78	core.signing-serialization	invalid	0	1	reject	6	6	0	0	162682
hhez43	core.data-signatures	standard	1	1	accept	1	1	1	1	26777
hhfta2	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28508
hhu7mx	core.signing-serialization	standard	1	1	accept	4	4	4	4	109577
hhvha9	core.signing-serialization	standard	1	1	accept	4	4	4	4	109796
hhzmc7	core.signing-serialization	standard	1	0	accept	1	1	4	4	28628
hjgnl6	core.signing-serialization	invalid	0	0	reject	2	1	0	0	29068
hjh3vg	core.data-signatures	standard	1	1	accept	1	1	1	1	27505
hjpp6x	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54540
hjy099	core.data-signatures	standard	1	1	accept	1	1	1	1	27649
hjyvd0	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	2	0	59104
hk9j0p	core.data-signatures	standard	1	1	accept	1	1	1	1	27454
hkf7yq	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27857
hkl95f	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59094
hkmdrx	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27894
hkvthe	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54510
hle6n8	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
hllhuc	core.data-signatures	standard	1	1	accept	1	1	1	1	27483
hlqass	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79784
hm0dna	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109801
hm2ey7	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
hm9xpd	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
hme5u8	core.signing-serialization	standard	1	1	accept	8	8	8	8	215316
hndvfa	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54534
hnjq05	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29494
hpj54v	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27881
hpkudf	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27953
hq4j0v	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59094
hqah0s	core.data-signatures	standard	1	1	accept	1	1	1	1	27391
hqj9ej	core.data-signatures	standard	1	1	accept	1	1	1	1	26799
hqk7rx	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28591
hql9ga	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54516
hqw86z	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54522
hqww2l	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29465
hqyk36	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
hr2xhm	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29489
hr62yd	core.signing-serialization	standard	1	1	accept	4	4	4	4	108410
hr847z	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28572
hrayw4	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28604
hrca5n	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	80540
hrg6a0	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136269
hrpz9u	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79783
hs9gs9	core.signing-serialization	standard	1	1	accept	4	4	4	4	108471
hs9q0g	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
hsg54v	core.data-signatures	standard	1	1	accept	1	1	1	1	27421
hsyn9d	core.signing-serialization	standard	1	1	accept	6	6	6	6	162458
htknxz	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
htkql0	core.signing-serialization	standard	1	1	accept	6	6	6	6	162682
htkrh6	core.signing-serialization	standard	1	1	accept	4	4	4	4	108410
htu4dj	core.signing-serialization	invalid	0	1	reject	4	4	0	0	107827
hu0yvw	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189151
huadu2	core.signing-serialization	standard	1	1	accept	4	4	4	4	108404
hutrvm	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27845
hv0k72	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80521
hvdhd7	core.signing-serialization	standard	1	1	accept	4	4	4	4	108665
hvjdu0	core.data-signatures	standard	1	1	accept	1	1	1	1	26880
hvy2n3	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54524
hwhdwu	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188927
hwj9up	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136503
hwkttf	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
hx8t7g	core.signing-serialization	invalid	0	1	reject	6	6	0	0	162658
hxlrqc	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27698
hy2f82	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54510
hy3gpk	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108436
hyjk2r	core.signing-serialization	standard	1	1	accept	4	4	4	4	109820
hymd2f	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27857
hyucln	core.signing-serialization	standard	1	1	accept	8	8	8	8	214359
hyxduy	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54540
hz6jjv	core.signing-serialization	standard	1	1	accept	4	4	4	4	108380
hz7n4f	core.signing-serialization	standard	1	0	accept	2	1	4	4	29073
hznzjj	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27881
hzrlss	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108466
j00g7f	core.signing-serialization	standard	1	1	accept	4	4	4	4	109601
j06tqd	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54517
j07snz	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108436
j0d6yt	core.signing-serialization	standard	1	1	accept	4	4	4	4	109601
j0me35	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29489
j0q692	core.signing-serialization	standard	1	1	accept	4	4	4	4	109572
j0x3mt	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136498
j23n9t	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28002
j24ala	core.signature-checking.multisig.pubkey-validation	standard	1	0	accept	2	1	1	1	27946
j2c2kt	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29489
j2du72	core.signing-serialization	standard	1	1	accept	8	8	8	8	215092
j2fzq9	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80547
j2hmfl	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54516
j2nmsv	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	20	0	524865
j2nxxv	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136517
j2ty3m	core.data-signatures	standard	1	1	accept	1	1	1	1	27403
j34sn5	core.signing-serialization	invalid	0	0	reject	2	1	1	0	29068
j365md	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27877
j3c8rj	core.signing-serialization	standard	1	1	accept	4	4	4	4	109105
j3ql8n	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	0	0	524057
j3rzuh	core.signing-serialization	standard	1	0	accept	2	1	4	4	29092
j40q67	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136559
j4d6js	core.signing-serialization	standard	1	1	accept	4	4	4	4	109577
j4eg8q	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54523
j4qja2	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54516
j50le2	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54510
j5467u	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80547
j58tg9	core.signature-checking.multisig.m-of-3	standard	1	1	accept	3	3	3	3	79292
j59zsl	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27818
j5gk97	core.signing-serialization	standard	1	1	accept	4	4	4	4	109105
j5te39	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136493
j5u0cp	core.data-signatures	standard	1	1	accept	1	1	1	1	27440
j69fe7	core.data-signatures	standard	1	1	accept	1	1	1	1	26884
j6g3de	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188951
j6gf37	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80521
j6hh26	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28482
j6vm5m	core.signing-serialization	standard	1	1	accept	4	4	4	4	108404
j6yhah	core.signing-serialization	invalid	0	1	reject	4	4	0	0	107822
j6yxz9	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136498
j6zxj4	core.signing-serialization	standard	1	1	accept	8	8	8	8	215116
j7240a	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136298
j72kll	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80546
j79fxv	core.signing-serialization	invalid	0	1	reject	8	8	0	0	214359
j7hep2	core.signing-serialization	standard	1	0	accept	2	1	4	4	28972
j7une5	core.data-signatures	standard	1	1	accept	1	1	1	1	26798
j7yttk	core.data-signatures	standard	1	1	accept	1	1	1	1	26877
j806pw	core.data-signatures	standard	1	1	accept	1	1	1	1	27501
j8f3tp	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
j8ketf	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54517
j8tl5k	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54517
j8u53e	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108412
j996m9	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59104
j9aegc	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80523
j9ml3h	core.signing-serialization	standard	1	1	accept	4	4	4	4	108412
j9tdfu	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	0	0	524033
ja7n0f	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188932
jag952	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54510
jas5ex	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28495
javfgw	core.data-signatures	standard	1	1	accept	1	1	1	1	27481
jcav5u	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54510
jcek98	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28580
jcjtdn	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80545
jcns45	core.signing-serialization	invalid	0	1	reject	4	4	0	0	107822
jcqyt3	core.signing-serialization	standard	1	0	accept	3	1	4	4	29489
jd95hy	core.signing-serialization	invalid	0	0	reject	2	1	1	0	29092
jdev3h	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27877
jdgrd2	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27881
jdnxtz	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27845
jdukqd	core.data-signatures	standard	1	1	accept	1	1	1	1	28847
jduxvv	core.signing-serialization	standard	1	1	accept	4	4	4	4	107792
jecc0u	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80547
jemf7q	core.signing-serialization	standard	1	1	accept	6	6	6	6	162458
jemls0	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29489
jf40t0	core.signing-serialization	standard	1	1	accept	4	4	4	4	109572
jfaztx	core.signing-serialization	invalid	0	0	reject	7	7	0	0	189188
jfeer3	core.data-signatures	standard	1	1	accept	1	1	1	1	27528
jfsef9	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136522
jfvzck	core.signing-serialization	standard	1	1	accept	8	8	8	8	214135
jfxjqs	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
jg38dc	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	53945
jgg6q2	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136493
jgjd7l	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109105
jgjev7	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54541
jgqqm6	core.signing-serialization	standard	1	0	accept	2	1	4	4	29097
jhayur	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	80515
jhckjl	core.signing-serialization	standard	1	0	accept	3	1	4	4	29465
jhggnx	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54517
jhwcsk	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	80509
jj5378	core.signing-serialization	standard	1	1	accept	4	4	4	4	107792
jj6pgj	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54517
jj77y7	core.data-signatures	standard	1	1	accept	1	1	1	1	27944
jj9ks6	core.signing-serialization	invalid	0	0	reject	7	7	0	0	189151
jjfmyt	core.data-signatures	standard	1	1	accept	1	1	1	1	27530
jjkhvs	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
jjlyjy	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54540
jjuzd4	core.data-signatures	standard	1	1	accept	1	1	1	1	26811
jjxm88	core.data-signatures	standard	1	1	accept	1	1	1	1	26808
jkatln	core.data-signatures	standard	1	1	accept	1	1	1	1	26776
jkqaqz	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	53793
jkxsfh	core.signing-serialization	standard	1	0	accept	2	1	4	4	28972
jky8du	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27877
jkz89m	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29465
jl6lce	core.signing-serialization	standard	1	0	accept	2	1	4	4	29068
jlu5pk	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
jluudq	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54534
jlxqxa	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80523
jlzttx	core.data-signatures	standard	1	1	accept	1	1	1	1	27512
jm3y6n	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27913
jmc89w	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
jmma76	core.data-signatures	standard	1	1	accept	1	1	1	1	26820
jmtk5q	core.signing-serialization	standard	1	0	accept	3	1	4	4	29369
jp53z4	core.signing-serialization	standard	1	1	accept	8	8	8	8	215340
jpm55d	core.signing-serialization	invalid	0	0	reject	2	1	1	0	29129
jpqpdr	core.signing-serialization	standard	1	0	accept	3	1	4	4	29393
jpr3aa	core.signing-serialization	standard	1	1	accept	4	4	4	4	108380
jr0ufe	core.signing-serialization	standard	1	1	accept	4	4	4	4	108415
jrfdwn	core.signing-serialization	invalid	0	0	reject	2	1	1	0	29068
jrgqrc	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
jrgu2h	core.signing-serialization	standard	1	1	accept	6	6	6	6	162692
jrsj0w	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54534
jrxk7c	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54534
js294p	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28578
js3lev	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28495
jsj2j2	core.signing-serialization	standard	1	0	accept	1	1	4	4	28591
jt79w0	core.signing-serialization	invalid	0	0	reject	2	1	0	0	29068
jtdxzw	core.signature-checking.multisig.pubkey-validation	standard	1	1	accept	2	2	2	2	53952
jtl6vv	core.signing-serialization	standard	1	1	accept	6	6	6	6	161604
jtrh8v	core.data-signatures	standard	1	1	accept	1	1	1	1	26789
ju52ly	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27881
jugyvg	core.signing-serialization	standard	1	0	accept	2	1	4	4	28996
jutm79	core.signing-serialization	standard	1	1	accept	4	4	4	4	107760
juw37j	core.signing-serialization	standard	1	0	accept	3	1	4	4	29465
juyfzg	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136522
jv7ppj	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29465
jvm59h	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27845
jvmqd2	core.data-signatures	standard	1	1	accept	1	1	1	1	27497
jvpcyc	core.signing-serialization	standard	1	1	accept	4	4	4	4	108404
jvq80c	core.signing-serialization	standard	1	0	accept	3	1	4	4	29465
jwdna3	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
jwndat	core.signing-serialization	standard	1	1	accept	8	8	8	8	214135
jx2u2c	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136535
jxf26u	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
jxgd0t	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
jxmrp4	core.signing-serialization	standard	1	1	accept	4	4	4	4	108436
jyasy0	core.data-signatures	standard	1	1	accept	1	1	1	1	26771
jyeeus	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28580
jyqemh	core.benchmarks.signature-checking.p2pkh	standard	1	1	accept	1	1	1	1	27264
jyvadt	core.data-signatures	standard	1	1	accept	1	1	1	1	27534
jyzecj	core.signing-serialization	standard	1	0	accept	2	1	4	4	29092
jzfnmq	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28591
jzlvtp	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27953
jzs0nd	core.signing-serialization	standard	1	1	accept	6	6	6	6	161609
jzx23z	core.signing-serialization	invalid	0	1	reject	8	8	0	0	214354
k06ga7	core.signing-serialization	invalid	0	1	reject	6	6	0	0	161828
k0l2q6	core.signing-serialization	invalid	0	0	reject	2	1	0	0	29092
k0lc7s	core.signing-serialization	invalid	0	0	reject	7	7	0	0	189151
k0qyhs	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188956
k22cum	core.signing-serialization	invalid	0	0	reject	2	1	0	0	29105
k24ukl	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27928
k2macm	core.data-signatures	standard	1	1	accept	1	1	1	1	26913
k306m4	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188927
k38lpw	core.data-signatures	standard	1	1	accept	1	1	1	1	27530
k3c7fs	core.signing-serialization	standard	1	1	accept	6	6	6	6	162463
k3ce2v	core.signing-serialization	standard	1	1	accept	4	4	4	4	109825
k43046	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
k45gkx	core.signing-serialization	standard	1	0	accept	1	1	4	4	28495
k4ft7z	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28628
k4jjp7	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
k4knxh	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136522
k4m8xn	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27704
k4r3p5	core.signing-serialization	standard	1	1	accept	4	4	4	4	108881
k53zz5	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54510
k57tjq	core.signing-serialization	standard	1	0	accept	2	1	4	4	29092
k5czud	core.signing-serialization	invalid	0	1	reject	6	6	0	0	161865
k5hgqy	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28016
k5jcga	core.data-signatures	standard	1	1	accept	1	1	1	1	27017
k5u0nl	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28602
k68ejr	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54522
k6dmsh	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136493
k6j3pl	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29489
k6lf0x	core.signing-serialization	standard	1	1	accept	4	4	4	4	108404
k6p2mw	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108466
k6srd6	core.signing-serialization	standard	1	1	accept	4	4	4	4	107790
k6wy7e	core.signature-checking.multisig.m-of-3	standard	1	0	accept	3	2	2	2	54510
