# LBCH-2026-001 fix witness — per-vector sigCheck deltas from the CHECKMULTISIG Schnorr billing fix.
# Every vector whose LeanBCH signatureCheckCount MOVED, over the 11 signature families of the
# official BCH vmb_test corpus (5,803 vectors; 4,467 reach a comparable metric total).
#
# Sources: corpus  = bchn-src/src/test/data/vmb_tests @ 864c53e (BCHN v29.0.1)
#          leanbch = ./.lake/build/bin/costprobe, LEANBCH_SECP=native, this commit vs parent a8b7682
#          libauth = @bitauth/libauth 3.1.0-next.8 at LeanBCH/optimizer/node_modules,
#                    createVirtualMachineBch2026().evaluate() — driver validated against the
#                    committed 0u4tu8 witness (libauth sigChecks 1, hashIters 22: reproduced exactly).
# Measured 2026-07-21.
#
# Direction: sigChecksAfter <= sigChecksBefore on EVERY vector (0 increases corpus-wide).
# Non-sig metrics (evaluatedInstructionCount / hashDigestIterations / arithmeticCost /
# stackPushedBytes) and all verdicts are UNCHANGED on all 4,467 vectors.
#
# NOTE on libauthSigChecks: this is libauth's WHOLE-INPUT total. Where it exceeds LeanBCH's by a
# wide margin the cause is the still-DEFERRED Schnorr-multisig execution branch
# (LeanBCH/VM/Extended.lean:228): LeanBCH errors at the first Schnorr CHECKMULTISIG and never
# executes the input's remaining signature ops, so their checks are never billed. All 216 vectors
# whose libauth-relative under-bill DEEPENED are vectors LeanBCH REJECTS for that reason.
vectorId	family	sigChecksBefore	sigChecksAfter	libauthSigChecks	opCostBefore	opCostAfter
juw37j	core.signing-serialization	3	1	4	81465	29465
jv7ppj	core.signing-serialization	3	1	0	81465	29465
jvq80c	core.signing-serialization	3	1	4	81465	29465
jwdna3	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
jyzecj	core.signing-serialization	2	1	4	55092	29092
jzlvtp	core.signature-checking.multisig.pubkey-validation	2	1	1	53953	27953
k0l2q6	core.signing-serialization	2	1	0	55092	29092
k22cum	core.signing-serialization	2	1	0	55105	29105
k24ukl	core.signature-checking.multisig.pubkey-validation	2	1	1	53928	27928
k4jjp7	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
k4m8xn	core.signature-checking.multisig.pubkey-validation	2	1	1	53704	27704
k53zz5	core.signature-checking.multisig.m-of-3	3	2	0	80510	54510
k57tjq	core.signing-serialization	2	1	4	55092	29092
k68ejr	core.signature-checking.multisig.m-of-3	3	2	1	80522	54522
k6j3pl	core.signing-serialization	3	1	1	81489	29489
k6wy7e	core.signature-checking.multisig.m-of-3	3	2	2	80510	54510
k6x9gc	core.signing-serialization	2	1	4	55129	29129
k7apqa	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
k7h279	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
kcxmw9	core.signing-serialization	2	1	1	55068	29068
kcz07x	core.signing-serialization	3	1	4	81369	29369
kdacky	core.signing-serialization	2	1	4	54972	28972
kff2na	core.signing-serialization	2	1	4	55105	29105
kgf9w6	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
kgfsql	core.signing-serialization	3	1	4	81393	29393
kgvkrn	core.signing-serialization	2	1	0	55092	29092
kgxndp	core.signature-checking.multisig.m-of-3	3	2	1	80524	54524
khc8a6	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
kkgwrp	core.signature-checking.multisig.m-of-3	3	2	2	80510	54510
klcwpe	core.signature-checking.multisig.m-of-3	3	2	1	80510	54510
kmx2mg	core.signature-checking.multisig.m-of-3	3	2	1	80523	54523
kp82lg	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
kp8k6h	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
kqe95c	core.signing-serialization	3	1	0	81465	29465
kqzr66	core.signing-serialization	3	1	1	81393	29393
kr579g	core.signing-serialization	2	1	0	55129	29129
ksvcdr	core.signing-serialization	3	1	4	81470	29470
kve2dd	core.signing-serialization	3	1	1	81393	29393
kvy56t	core.signing-serialization	2	1	4	55068	29068
kw6e58	core.signing-serialization	2	1	4	54972	28972
l0v2yw	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
l2e276	core.signature-checking.multisig.m-of-3	3	2	0	80510	54510
l2k09e	core.signature-checking.multisig.m-of-3	3	2	0	80534	54534
l3dl0l	core.signature-checking.multisig.m-of-3	3	1	1	80049	28049
l3qvsk	core.signing-serialization	2	1	0	55092	29092
l3wh23	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
l488ns	core.signing-serialization	3	1	4	81494	29494
l55g76	core.signing-serialization	3	1	1	81502	29502
l58nr4	core.signing-serialization	3	1	1	81489	29489
l5qk3y	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
l5wfeh	core.signature-checking.multisig.m-of-3	3	2	1	80510	54510
l64sqx	core.signing-serialization	2	1	1	54972	28972
l6f6w9	core.signing-serialization	2	1	4	55073	29073
l8ru55	core.signing-serialization	2	1	1	54972	28972
l8zfrn	core.signature-checking.multisig.m-of-20	20	2	1	527080	59080
l9qtlj	core.signature-checking.multisig.m-of-20	20	2	1	524868	56868
l9sz03	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
l9v04y	core.signature-checking.multisig.m-of-3	3	1	1	80031	28031
la69ju	core.signing-serialization	2	1	4	55105	29105
ld8z5g	core.signing-serialization	2	1	0	55092	29092
ldchhk	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
ldpq73	core.signing-serialization	3	1	1	81393	29393
lepvr3	core.signature-checking.multisig.m-of-3	3	2	0	80510	54510
lfrh8s	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
lgpcg9	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
lgpn0r	core.signing-serialization	2	1	0	55092	29092
lhfgk5	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
ljwheq	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
lk34mu	core.signature-checking.multisig.m-of-3	3	2	0	80510	54510
lk9yg4	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
lkdxsl	core.signature-checking.multisig.m-of-3	3	1	1	80025	28025
lkrau6	core.signing-serialization	3	1	4	81393	29393
llm384	core.signature-checking.multisig.m-of-20	20	2	1	527118	59118
llx9mr	core.signing-serialization	3	1	1	81369	29369
llylyj	core.signature-checking.multisig.m-of-3	3	2	0	80548	54548
lmd7wq	core.signature-checking.multisig.m-of-20	20	2	1	527118	59118
lmtygf	core.signature-checking.multisig.m-of-3	3	2	1	80523	54523
lnkqgk	core.signing-serialization	3	1	0	81489	29489
lnuc7p	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
lp9097	core.signing-serialization	2	1	0	55092	29092
lppgnd	core.signature-checking.multisig.m-of-3	3	2	0	80523	54523
lr26ku	core.signature-checking.multisig.m-of-15	15	1	1	394886	30886
lr4seu	core.signing-serialization	2	1	4	54996	28996
lsysw0	core.signing-serialization	3	1	4	81369	29369
ltlsf5	core.signature-checking.multisig.m-of-3	3	2	0	80516	54516
luczsh	core.signing-serialization	2	1	1	54972	28972
lw5acf	core.signing-serialization	3	1	4	81369	29369
lwjz7k	core.signature-checking.multisig.m-of-3	3	2	0	80534	54534
lwk4qu	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
lwp5lg	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
lxhcvj	core.signing-serialization	2	1	0	55068	29068
lxp497	core.signing-serialization	3	1	1	81465	29465
lyfwu5	core.signing-serialization	2	1	4	54972	28972
lyk0ku	core.signature-checking.multisig.pubkey-validation	2	1	0	53948	27948
lztzex	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
m0aukd	core.signing-serialization	2	1	1	54972	28972
m25nds	core.signature-checking.multisig.m-of-3	3	2	0	80534	54534
m39src	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
m3zgzk	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
m47q08	core.signing-serialization	2	1	4	55092	29092
m4nvgv	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
m5t3pn	core.signing-serialization	3	1	0	81465	29465
m6qpd8	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
m8swx4	core.signature-checking.multisig.m-of-3	3	2	0	80516	54516
m9625l	core.signature-checking.multisig.m-of-15	15	1	1	394892	30892
m9cphc	core.signing-serialization	3	1	1	81494	29494
ma5f2q	core.signature-checking.multisig.pubkey-validation	2	1	1	53922	27922
ma8cap	core.signature-checking.multisig.m-of-15	15	1	1	394886	30886
matljq	core.signing-serialization	3	1	4	81489	29489
matrex	core.signing-serialization	2	1	0	55129	29129
mauxc8	core.signature-checking.multisig.m-of-20	20	2	2	527104	59104
mc2fjv	core.signing-serialization	3	1	4	81393	29393
mc9n6e	core.signing-serialization	3	1	0	81502	29502
mdhxhv	core.signing-serialization	2	1	1	54972	28972
mdu22n	core.signing-serialization	3	1	1	81369	29369
meplfm	core.signature-checking.multisig.m-of-3	3	2	0	80540	54540
mf3a8q	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
mffmq8	core.signature-checking.multisig.m-of-20	20	2	1	524073	56073
mffzq0	core.signature-checking.multisig.m-of-3	3	2	1	80540	54540
mfjqs9	core.signing-serialization	3	1	1	81470	29470
mgnp4g	core.signing-serialization	3	1	0	81489	29489
mjcjls	core.signature-checking.multisig.m-of-3	3	2	0	80546	54546
mjt7x4	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
mkjs4v	core.signature-checking.multisig.m-of-3	3	2	0	80523	54523
mklu23	core.signature-checking.multisig.m-of-3	3	2	0	80523	54523
mks3kw	core.signing-serialization	2	1	1	54996	28996
ml2d4c	core.signature-checking.multisig.m-of-3	3	2	1	80510	54510
mlejln	core.signing-serialization	3	1	0	81489	29489
mlkfx7	core.signature-checking.multisig.m-of-3	3	1	1	80049	28049
mls8vn	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
mm0fg7	core.signature-checking.multisig.m-of-3	3	2	0	80510	54510
mm3ntt	core.signature-checking.multisig.pubkey-validation	2	1	1	53674	27674
mn2qgp	core.signature-checking.multisig.m-of-15	15	1	1	394892	30892
mnkcha	core.signing-serialization	2	1	0	55092	29092
mqfcue	core.signing-serialization	2	1	1	54972	28972
mr0pxm	core.signing-serialization	3	1	1	81465	29465
msmls9	core.signature-checking.multisig.m-of-3	3	2	2	80541	54541
mt6h3q	core.signing-serialization	3	1	4	81489	29489
mtj7l3	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
mtqae6	core.signature-checking.multisig.m-of-20	20	2	1	527104	59104
mtxtll	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
mu7fxf	core.signing-serialization	3	1	1	81465	29465
mvchlj	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
mvkkl2	core.signature-checking.multisig.m-of-20	20	2	1	524892	56892
mvqjqp	core.signing-serialization	2	1	0	55068	29068
mwmk5t	core.signing-serialization	3	1	1	81502	29502
mxtxqa	core.signature-checking.multisig.m-of-3	3	1	1	80049	28049
mypqaz	core.signing-serialization	3	1	4	81369	29369
mzgxdx	core.signing-serialization	2	1	1	55097	29097
n0aaj0	core.signature-checking.multisig.m-of-3	3	2	1	80540	54540
n0u8z0	core.signing-serialization	3	1	0	81502	29502
n23dp9	core.signature-checking.multisig.m-of-3	3	2	0	80548	54548
n285lz	core.signing-serialization	2	1	0	55092	29092
n2kk7s	core.signature-checking.multisig.m-of-3	3	2	1	80548	54548
n2yg50	core.signing-serialization	2	1	1	55092	29092
n3f0qx	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
n5dmt5	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
n5nfh4	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
n60jxp	core.signing-serialization	3	1	1	81369	29369
n640ea	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
n6nawz	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
n7as5l	core.signing-serialization	3	1	1	81369	29369
n7kkad	core.signing-serialization	3	1	1	81393	29393
n99ec0	core.signing-serialization	3	1	4	81465	29465
n9p0s4	core.signing-serialization	2	1	1	55068	29068
na9xzh	core.signature-checking.multisig.m-of-3	3	2	2	80541	54541
nc3uex	core.signing-serialization	2	1	0	55092	29092
nd8uhx	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
ne06qw	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
nf0y2s	core.signature-checking.multisig.m-of-3	3	2	1	80523	54523
nft336	core.signature-checking.multisig.m-of-3	3	2	0	80523	54523
nfykzy	core.signing-serialization	3	1	4	81393	29393
nhchvk	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
nhzxpx	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
njk8qv	core.signature-checking.multisig.m-of-3	3	2	1	80516	54516
nkf38g	core.signing-serialization	2	1	1	54996	28996
nmalgz	core.signature-checking.multisig.m-of-20	20	2	1	527080	59080
nmu09s	core.signature-checking.multisig.m-of-3	3	1	1	80025	28025
nn0nsj	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
nnnpaa	core.signing-serialization	3	1	4	81393	29393
nnv9fu	core.signing-serialization	2	1	4	54996	28996
np3jxt	core.signature-checking.multisig.m-of-3	3	2	0	80547	54547
nr3qvd	core.signature-checking.multisig.m-of-15	15	1	0	394892	30892
ns9lqv	core.signature-checking.multisig.m-of-3	3	2	0	80540	54540
nstl3e	core.signature-checking.multisig.m-of-3	3	2	1	80524	54524
nt9q25	core.signature-checking.multisig.m-of-3	3	2	1	80548	54548
ntdz7l	core.signing-serialization	2	1	0	55092	29092
ntpnqm	core.signing-serialization	2	1	1	55092	29092
ntrnxx	core.signature-checking.multisig.m-of-3	3	2	1	80524	54524
nw7qdv	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
nyhgcz	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
nyp8x7	core.signature-checking.multisig.m-of-3	3	2	2	80534	54534
nzukv9	core.signature-checking.multisig.m-of-3	3	2	0	80516	54516
p0nw22	core.signature-checking.multisig.m-of-3	3	2	0	80547	54547
p36lv0	core.signature-checking.multisig.m-of-3	3	1	1	80025	28025
p3ejvx	core.signing-serialization	2	1	4	54996	28996
p4a7ey	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
p59w8m	core.signing-serialization	2	1	0	55068	29068
p5wnpe	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
p68lnc	core.signature-checking.multisig.m-of-3	3	2	0	80523	54523
p85e2k	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
p89cj4	core.signing-serialization	3	1	1	81393	29393
p8t6k8	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
p9s74t	core.signing-serialization	3	1	1	81393	29393
paqyxc	core.signature-checking.multisig.m-of-3	3	2	1	80547	54547
parc72	core.signing-serialization	3	1	4	81465	29465
parsxm	core.signing-serialization	2	1	1	54996	28996
pcx47h	core.signature-checking.multisig.m-of-20	20	2	0	524074	56074
pdxgqf	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
pfke6g	core.signing-serialization	3	1	4	81393	29393
pfpyp8	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
pgalzf	core.signing-serialization	3	1	1	81369	29369
phg5uv	core.signature-checking.multisig.m-of-3	3	2	0	80534	54534
phzgvm	core.signature-checking.multisig.m-of-3	3	2	2	80540	54540
pj8hxa	core.signature-checking.multisig.m-of-3	3	2	1	80547	54547
pkpv5x	core.signature-checking.multisig.m-of-15	15	1	1	394886	30886
pl3dla	core.signing-serialization	3	1	0	81465	29465
pl5d47	core.signature-checking.multisig.m-of-3	3	1	1	80031	28031
pnd260	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
pp5gul	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
ppsfl2	core.signing-serialization	3	1	4	81526	29526
pq0rqf	core.signature-checking.multisig.m-of-15	15	2	2	395755	57755
pqc3gs	core.signature-checking.multisig.pubkey-validation	2	1	1	53680	27680
pqhuuh	core.signature-checking.multisig.m-of-3	3	2	0	80548	54548
ps5k4f	core.signing-serialization	3	1	0	81489	29489
psedmx	core.signature-checking.multisig.pubkey-validation	2	1	1	53800	27800
pu9cs6	core.signing-serialization	3	1	1	81369	29369
pvxal6	core.signature-checking.multisig.m-of-3	3	2	0	80524	54524
py5cep	core.signature-checking.multisig.pubkey-validation	2	1	0	53922	27922
py5wn9	core.signing-serialization	3	1	1	81393	29393
pyyf0k	core.signing-serialization	2	1	4	54972	28972
pzd3z2	core.signing-serialization	2	1	4	54996	28996
q06mg2	core.signing-serialization	3	1	1	81369	29369
q2pnjd	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
q2v8ap	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
q3m6am	core.signature-checking.multisig.pubkey-validation	2	1	1	53801	27801
q485aa	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
q4dhdg	core.signature-checking.multisig.pubkey-validation	2	1	1	53801	27801
q4qrvc	core.signing-serialization	2	1	1	54972	28972
q53pu0	core.signature-checking.multisig.pubkey-validation	2	1	1	53946	27946
q58eqq	core.signing-serialization	2	1	1	54996	28996
q6whh6	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
q89p3y	core.signature-checking.multisig.m-of-3	3	2	1	80548	54548
q8hrhl	core.signature-checking.multisig.m-of-3	3	2	1	80523	54523
q95dvh	core.signing-serialization	2	1	1	55073	29073
q9mahm	core.signing-serialization	2	1	1	54996	28996
q9w258	core.signing-serialization	3	1	1	81494	29494
qagpeg	core.signature-checking.multisig.m-of-3	3	2	1	80510	54510
qcjp0a	core.signature-checking.multisig.m-of-3	3	2	1	80548	54548
qdng7f	core.signing-serialization	2	1	1	54972	28972
qfdvdt	core.signature-checking.multisig.m-of-20	20	2	0	524036	56036
qfsrj5	core.signing-serialization	3	1	4	81393	29393
qh80t5	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
qj09n7	core.signing-serialization	2	1	0	55068	29068
qj3z0u	core.signature-checking.multisig.m-of-3	3	2	0	80547	54547
qjfdss	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
qjz52q	core.signing-serialization	2	1	0	55068	29068
qk0qjs	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
qklg56	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
qm3u52	core.signature-checking.multisig.m-of-15	15	1	1	394862	30862
qn4cxp	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
qplcpr	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
qpwndp	core.signature-checking.multisig.m-of-3	3	2	0	80516	54516
qr8l0j	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
qrerzd	core.signature-checking.multisig.m-of-20	20	2	1	527118	59118
qrrw95	core.signing-serialization	2	1	1	55092	29092
qsqyea	core.signature-checking.multisig.m-of-20	20	2	1	524855	56855
qsrw45	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
qt9qnq	core.signing-serialization	3	1	4	81465	29465
qtqkud	core.signing-serialization	3	1	4	81465	29465
qtrfff	core.signature-checking.multisig.m-of-20	20	2	0	524073	56073
qw8m6m	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
qwy8pl	core.signature-checking.multisig.m-of-3	3	2	0	80540	54540
qyntuk	core.signature-checking.multisig.m-of-15	15	1	1	394892	30892
qyp0w0	core.signing-serialization	3	1	1	81369	29369
qzyz2c	core.signature-checking.multisig.pubkey-validation	2	1	1	53952	27952
r05vfe	core.signing-serialization	2	1	1	54996	28996
r0adkj	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
r0g4ta	core.signature-checking.multisig.m-of-3	3	2	0	80540	54540
r22dnp	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
r295v7	core.signature-checking.multisig.m-of-3	3	2	0	80548	54548
r3pkvc	core.signing-serialization	2	1	4	54996	28996
r4rerr	core.signature-checking.multisig.pubkey-validation	2	1	1	53825	27825
r554kd	core.signing-serialization	3	1	4	81369	29369
r5f5fw	core.signing-serialization	2	1	1	54972	28972
r75grm	core.signing-serialization	3	1	1	81465	29465
r79fqj	core.signature-checking.multisig.pubkey-validation	2	1	1	53674	27674
r7d6t8	core.signature-checking.multisig.m-of-20	20	2	2	524060	56060
r7meap	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
r98y4g	core.signature-checking.multisig.m-of-3	3	2	1	80516	54516
rca7m8	core.signing-serialization	3	1	0	81502	29502
rccuxt	core.signature-checking.multisig.m-of-3	3	2	1	80523	54523
rcv6da	core.signing-serialization	2	1	4	54996	28996
rdcfzs	core.signature-checking.multisig.m-of-3	3	2	2	80517	54517
rdmjjq	core.signature-checking.multisig.m-of-3	3	2	0	80547	54547
rdpchq	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
rdywjt	core.signature-checking.multisig.m-of-20	20	2	2	527080	59080
rf2m8k	core.signing-serialization	2	1	1	54996	28996
rfuk0t	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
rgj275	core.signature-checking.multisig.m-of-3	3	2	1	80516	54516
rgqxdg	core.signing-serialization	2	1	4	54996	28996
rh7hux	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
rjxflr	core.signing-serialization	2	1	1	54972	28972
rkhzv0	core.signing-serialization	3	1	1	81465	29465
rkmn5v	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
rlneq5	core.signing-serialization	2	1	4	55092	29092
rm6eyr	core.signature-checking.multisig.m-of-3	3	2	1	80547	54547
rnm9c9	core.signing-serialization	3	1	4	81489	29489
rnzada	core.signature-checking.multisig.m-of-20	20	2	1	527104	59104
rpxe68	core.signature-checking.multisig.m-of-20	20	2	0	524049	56049
rq0e2m	core.signature-checking.multisig.m-of-3	3	2	2	80516	54516
rqv43s	core.signing-serialization	2	1	1	54996	28996
rrfnqk	core.signing-serialization	3	1	0	81489	29489
rrj2jy	core.signature-checking.multisig.m-of-20	20	2	2	527104	59104
rsv27u	core.signature-checking.multisig.m-of-20	20	2	2	527104	59104
rtq7mv	core.signing-serialization	2	1	1	55129	29129
rufk0d	core.signing-serialization	2	1	1	54972	28972
rursfm	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
rv364x	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
rw6824	core.signing-serialization	3	1	4	81470	29470
rw7ewy	core.signature-checking.multisig.m-of-15	15	1	1	394868	30868
rwnd46	core.signing-serialization	3	1	0	81489	29489
ryah90	core.signing-serialization	2	1	4	54996	28996
ryn5sh	core.signing-serialization	2	1	1	54972	28972
rysjzj	core.signature-checking.multisig.m-of-3	3	2	0	80541	54541
rzl6dw	core.signing-serialization	2	1	4	55092	29092
s26tsj	core.signing-serialization	3	1	4	81369	29369
s2qy88	core.signing-serialization	2	1	1	54996	28996
s363kt	core.signature-checking.multisig.m-of-3	3	2	0	80517	54517
s6vluk	core.signing-serialization	3	1	4	81393	29393
s8ph9y	core.signing-serialization	3	1	4	81369	29369
s9xqta	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
sctlr8	core.signature-checking.multisig.m-of-3	3	1	1	80049	28049
sdjg94	core.signature-checking.multisig.m-of-3	3	2	0	80516	54516
sdmcyy	core.signature-checking.multisig.m-of-20	20	2	1	527094	59094
sdvhy8	core.signing-serialization	2	1	1	54972	28972
sfv3ph	core.signature-checking.multisig.m-of-15	15	1	0	394862	30862
sfy3zk	core.signature-checking.multisig.pubkey-validation	2	1	0	53928	27928
sgp80j	core.signing-serialization	2	1	1	55068	29068
shhh2m	core.signature-checking.multisig.m-of-20	20	2	1	527104	59104
sj54sk	core.signing-serialization	3	1	0	81465	29465
skh2jr	core.signature-checking.multisig.m-of-3	3	2	1	80534	54534
skz84k	core.signing-serialization	2	1	1	54972	28972
sl4q4y	core.signature-checking.multisig.m-of-20	20	2	1	524060	56060
smm2ff	core.signature-checking.multisig.m-of-3	3	1	1	80055	28055
sn5pp3	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
snynk3	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
sp4q2p	core.signature-checking.multisig.m-of-15	15	1	0	394862	30862
spcc0e	core.signing-serialization	3	1	4	81494	29494
sq2sry	core.signing-serialization	3	1	4	81393	29393
sqnqmv	core.signing-serialization	3	1	4	81489	29489
sqvgwe	core.signature-checking.multisig.m-of-20	20	9	9	534531	248531
sqz2ua	core.signing-serialization	2	1	0	55068	29068
ss2fl8	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
st7lna	core.signature-checking.multisig.m-of-20	20	2	2	527080	59080
stfna8	core.signature-checking.multisig.pubkey-validation	2	1	1	53952	27952
su2xll	core.signature-checking.multisig.m-of-3	3	2	1	80510	54510
surmxr	core.signature-checking.multisig.m-of-3	3	2	0	80524	54524
sutftt	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
swqgnl	core.signing-serialization	3	1	1	81369	29369
sxw2sz	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
syrzxs	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
szpnny	core.signature-checking.multisig.m-of-3	3	2	0	80516	54516
t0ju56	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
t2vsem	core.signing-serialization	2	1	4	55097	29097
t2w5d4	core.signature-checking.multisig.m-of-3	3	2	1	80547	54547
t4hysu	core.signature-checking.multisig.m-of-3	3	2	0	80534	54534
t4qnke	core.signature-checking.multisig.m-of-20	20	2	1	527118	59118
t4t90w	core.signature-checking.multisig.m-of-20	20	8	0	533519	221519
t5ekk9	core.signature-checking.multisig.m-of-3	3	2	1	80522	54522
t65axa	core.signature-checking.multisig.m-of-3	3	2	1	80510	54510
t6tarp	core.signature-checking.multisig.m-of-3	3	2	0	80523	54523
t6ux4p	core.signature-checking.multisig.pubkey-validation	2	1	1	53946	27946
t7vqk8	core.signature-checking.multisig.signing-serialization	3	2	2	80534	54534
t7wyfp	core.signing-serialization	2	1	1	55068	29068
t87zj9	core.signature-checking.multisig.pubkey-validation	2	1	1	53824	27824
t8epp3	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
t8ux97	core.signing-serialization	2	1	0	55068	29068
t97ewu	core.signature-checking.multisig.m-of-3	3	2	1	80541	54541
t9q94q	core.signature-checking.multisig.m-of-3	3	2	1	80510	54510
t9sk3z	core.signature-checking.multisig.m-of-3	3	2	1	80548	54548
ta5ps4	core.signature-checking.multisig.m-of-3	3	2	0	80516	54516
taw8ye	core.signing-serialization	3	1	0	81465	29465
tazt6m	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
tcmwpt	core.signature-checking.multisig.pubkey-validation	2	1	0	53924	27924
tdetpw	core.signature-checking.multisig.m-of-3	3	2	0	80548	54548
tdm4u4	core.signature-checking.multisig.m-of-3	3	2	0	80534	54534
teg6xk	core.signature-checking.multisig.m-of-3	3	2	1	80517	54517
terjxf	core.signature-checking.multisig.m-of-3	3	2	1	80524	54524
texldg	core.signing-serialization	3	1	0	81465	29465
tf3el7	core.signing-serialization	3	1	0	81489	29489
tgsykw	core.signature-checking.multisig.m-of-3	3	2	2	80516	54516
th7n2j	core.signing-serialization	3	1	4	81393	29393
thsjn3	core.signature-checking.multisig.m-of-3	3	2	1	80548	54548
tjwc63	core.signing-serialization	2	1	1	55068	29068
tl3zrt	core.signature-checking.multisig.signing-serialization	3	2	2	80510	54510
tllu2w	core.signature-checking.multisig.m-of-3	3	2	1	80540	54540
tmgnyz	core.signing-serialization	3	1	4	81369	29369
tp0anr	core.signing-serialization	2	1	4	55105	29105
tp223a	core.signature-checking.multisig.m-of-3	3	2	2	80541	54541
tpffrc	core.signing-serialization	2	1	4	54972	28972
tqcnme	core.signing-serialization	2	1	1	55097	29097
trf427	core.signature-checking.multisig.m-of-20	20	2	1	527104	59104
