# LBCH-2026-001 — CAUSAL PARTITION of the sigCheck over-bills vs BCHN.
#
# WHAT THIS SUPERSEDES. conformance/evidence/LBCH-2026-001-threeway.tsv reported "LeanBCH over-bills
# BCHN on 2,384 of 4,467 vectors". That number is measured against a BROKEN COMPARAND and must not
# be cited. BCHN's VerifyScript (bchn-src/src/script/interpreter.cpp:2677) accumulates into a LOCAL
# 'metrics' (:2691) and copies it to the caller's 'metricsOut' at exactly two sites, :2745 and :2794,
# BOTH success returns (upstream's own comment at :2744 reads "must set metricsOut for all successful
# returns"). Every failure return leaves metricsOut untouched. bch-conformance's bchn-leg passes a
# default-constructed object (legs/bchn/bchn-leg.cpp:315) and reads it unconditionally (:323-325), so
# on EVERY reject it reports 0/0/0 — an initializer, not a measurement.
# MEASURED, not inferred: over all 5,803 vectors of the 11 signature families under --mode consensus,
# the leg's 3,453 rejects span 9 distinct native_error classes and have exactly ONE distinct metric
# signature: op_cost=0, hash_iters=0, sig_checks=0, op_cost_limit=null. Positive control: op_cost_limit
# is populated on 2,350/2,350 accepts and 0/3,453 rejects — the SetScriptLimits(:2695)-copied-only-on-
# success signature. 'ruwzjq' is self-refuting: rejected for "VM cost limit exceeded" at op_cost=0.
#
# HOW THE COMPARAND WAS REPAIRED. A new instrument, bchn-partial-probe, transcribes VerifyScript's
# body verbatim (same flags, same order, same EvalScript calls, same P2SH / CLEANSTACK /
# INPUT_SIGCHECKS gates) with ONE change: the metrics object is the caller's, so BCHN's real accrual
# up to its error point is observable. BCHN's sources are NOT modified; it links the same static libs.
# PROBE VALIDATION (before any use): over all 5,803 vectors it agrees with bchn-leg on 5,803/5,803
# verdicts, on the native_error string for all 3,453 rejects, and on all three metrics for all 2,350
# accepts. Source: conformance/evidence/bchn-partial-probe.cpp (committed alongside this file).
#
# DRIVER VALIDATION (before any use): costprobe + the libauth driver reproduce all 1,486 rows of
# LBCH-2026-001-fix-deltas.tsv on three independent columns (sigChecksAfter, libauthSigChecks,
# opCostAfter) with 0 mismatches, and the libauth driver reproduces the 0u4tu8 root-cause witness
# exactly (sigChecks 1, hashIters 22, instr 25, stackPushedBytes 1054).
# All four published triples were REPRODUCED before being partitioned: vs libauth before
# (2229,1912,326) after (2799,1342,326); vs BCHN-leg before (1549,2594,324) after (1759,2384,324).
#
# THE PARTITION of the 2,384 leg-reported over-bills (disjoint; sums to 2,384):
#   436  A-leg-artifact-agree   LeanBCH's count EQUALS BCHN's real accrual. Pure instrument artifact.
#   638  B1-sig-verify-fail     BCHN aborted at SIG_NULLFAIL: a non-empty signature failed verification.
#  1052  B2-sig-encoding-fail   BCHN aborted at SIG_HASHTYPE (666) / SIG_NONSCHNORR (276) /
#                               SIG_BADLENGTH (110): a non-empty signature failed encoding.
#    26  D1-pubkey-encoding-fail BCHN aborted at PUBKEYTYPE — the PUBKEY, not a signature, was malformed.
#   232  D2-checkbits-malformed BCHN aborted at INVALID_BIT_COUNT (228) / INVALID_BITFIELD_SIZE (4),
#                               before reaching any signature at all.
#   ----
#  2384  total.  1,948 of these are GENUINE over-bills against BCHN's real accrual; 436 are not.
#
# MECHANISM (source-verified, both paths). BCHN tallies a signature check only AFTER that check has
# passed. Schnorr multisig: encoding check interpreter.cpp:1598, CheckSig :1606, NULLFAIL return
# :1611, and only then TallySigChecks(1) at :1616. Legacy ECDSA multisig: the NULLFAIL return sits at
# :1686, BEFORE the bulk TallySigChecks(nKeysCount) at :1692 — so a failed ECDSA multisig with a
# non-null signature tallies NOTHING, not nKeysCount. Every one of the 7 error classes above is raised
# only inside case OP_CHECKSIG/VERIFY (:1399-1448), OP_CHECKDATASIG/VERIFY (:1449-1495) or
# OP_CHECKMULTISIG/VERIFY (:1496-1710) — verified by grepping every ScriptError:: raise site.
# LeanBCH bills the leading non-empty signature run; BCHN's accrual stops at, and EXCLUDES, the first
# failing signature. Hence LeanBCH >= BCHN on all 1,948, delta 1..20, measured, never below.
#
# SOUNDNESS, against the REPAIRED comparand: LeanBCH under-bills BCHN on 324 vectors; all 324 are
# vectors LeanBCH REJECTS and BCHN accepts; 0 occur on a LeanBCH accept. On the 1,547 vectors BOTH
# engines accept, LeanBCH equals BCHN on sigChecks 1,547/1,547 exactly.
#
# ENGINE / CORPUS VERSIONS
#   leanbch = ./.lake/build/bin/costprobe @ LeanBCH commit 9331052, LEANBCH_SECP=native
#             (oracle banner: "native(libsecp256k1/BCHN-vendored)")
#   bchnLeg = bch-conformance @ 729884e, legs/bchn/bchn-leg --mode consensus
#   bchnTrue= bchn-partial-probe (this repo, conformance/evidence/bchn-partial-probe.cpp),
#             linking bchn-src @ 864c53ee34924cca6c6b6d96607ff2cedcdccf02 (v29.0.1), kBlockFlags
#   libauth = @bitauth/libauth 3.1.0-next.8 (LeanBCH/optimizer/node_modules),
#             createVirtualMachineBch2026(); verify() for the verdict, evaluate().metrics for counts
#   corpus  = bchd-src/txscript/data/vmb_tests @ 1c26e26, bch_2026_{standard,nonstandard,invalid},
#             the 11 signature families: 5,803 vectors, 4,467 metric-comparable.
#   Measured 2026-07-21.
#
# cause: agree | A-leg-artifact-agree | B1-* | B2-* | D1-* | D2-* | X-over-on-bchn-accept | U-under-bill
# bchnLegSig is what bch-conformance's leg reports (0 on every reject — DO NOT compare against it).
# bchnTrueSig is BCHN's real accrual at its stopping point. Compare against THAT.
vectorId	family	variant	expected	leanVerdict	bchnOutcome	sigBefore	sigAfter	sigLibauth	bchnLegSig	bchnTrueSig	delta	cause	bchnStopReason	bchnPhase	leanHash	bchnTrueHash	leanOpCost	bchnTrueOpCost
eexee0	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	7	2	27915	1594
ef0vxk	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54534	1894
efllwy	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	23	39	136522	137547
egju6t	core.signature-checking.multisig.pubkey-validation	standard	1	1	accept	2	2	2	2	2	0	agree	-	ok	8	9	53951	54016
eh0kf2	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27877	27876
eh6mga	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	14	16	108881	109011
eh8gk5	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	25	41	215097	216123
eh9kxm	core.signing-serialization	standard	1	0	accept	3	1	4	4	4	-3	U-under-bill	-	ok	12	30	29494	111447
ehkdey	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	40	12	59118	5326
ehy9en	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27416	27416
ej0t5u	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	16	16	107827	107827
ej4mha	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	24	54	188932	190853
ej6nff	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	3	28596	2276
ejm005	core.signing-serialization	invalid	0	0	reject	2	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	10	4	29092	2708
ejp493	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	8	28506	2570
ek2tck	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	7	2	27901	1580
ek3xm8	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54517	1877
ek6n8x	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	16	0	107827	950
ek9xyl	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	8	22	28628	109959
ekkrhh	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	28	46	215316	216470
ekzrh9	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	16	16	107822	107822
el44zq	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80545	81058
elhuna	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	18	2	108466	1592
emahf9	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	21	23	162463	162593
eml805	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	9	4	28972	2652
emzfz5	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	0	0	0	1	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	8	3	27931	1611
en2teh	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	24	54	188927	190848
enard2	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	8	22	28591	109922
enrf6c	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	9	4	28972	2652
enxgac	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27845	27844
enylly	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54516	1876
ep3zmz	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108417	108417
ep9jyz	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54524	1884
epgcq6	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	7	19	28495	109698
ephhfa	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	14	16	108881	109011
eplltf	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	0	3	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	13	3	80516	1876
epxz5n	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	28	46	215340	216494
eq43s5	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26818	26818
eq5d4t	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	21	10	30862	4158
eqz2dm	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54541	1901
er3y47	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	13	3	54534	1894
erl44a	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27901	27900
erpfaz	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54510	54639
erpvzz	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26802	26802
erv77l	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27546	27546
es2426	core.signing-serialization	standard	1	0	accept	2	1	4	4	4	-3	U-under-bill	-	ok	10	26	29068	110760
esamej	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	9	4	28972	2652
esxvs6	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28604	2284
et40qz	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54541	1901
etl00a	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	40	12	59080	5288
etqv8t	core.signing-serialization	invalid	0	0	reject	3	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	12	5	29526	3078
ettg3z	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80522	81035
eu4ewh	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108439	108439
eufhlc	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28604	2284
euhyv9	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28567	2247
eunfcw	core.signing-serialization	invalid	0	0	reject	2	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	10	4	29068	2684
euwlx5	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	0	3	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	13	3	80509	1869
evcc6c	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	21	23	162463	162593
evjv94	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	17	19	109601	109731
evn450	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	8	22	28628	109959
ew8qnf	core.signing-serialization	invalid	0	1	reject	6	6	0	0	0	6	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	24	4	162663	2697
ewr4aj	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54516	1876
ewzjpr	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79783	80296
exlvz0	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	20	34	136293	137190
exnjmq	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	16	16	107760	107760
exu8gn	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	20	22	161838	161968
ey0mwu	core.signing-serialization	invalid	0	1	reject	6	6	0	0	0	6	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	20	0	161833	1867
eydg7p	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	18	2	108412	1556
eytk7j	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	17	19	109110	109240
eyv0ay	core.signing-serialization	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	12	5	29470	3022
eyx0l8	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108410	108410
eyzkvu	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	7	19	28495	109698
ez3gdc	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80522	81035
ez3j60	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	23	39	136559	137584
ezc5za	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26823	26823
ezslua	core.signing-serialization	standard	1	0	accept	2	1	4	4	4	-3	U-under-bill	-	ok	10	26	29068	110760
f03waq	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80521	81034
f0hn9x	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	0	2	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	8	3	53921	1601
f0jnym	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	0	0	0	1	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	21	10	30892	4188
f25ry9	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27845	27844
f2ycrd	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	7	19	28495	109698
f3djpy	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	10	4	29097	2713
f3ys3d	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	24	54	188932	190853
f40uyq	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	11	11	28537	28537
f4nyu7	core.signing-serialization	invalid	0	0	reject	7	7	0	0	0	7	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	27	5	189193	3067
f4qlvs	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26783	26783
f4qq6s	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	1	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	13	9	54510	28254
f4r7g4	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79784	80297
f594r5	core.signing-serialization	invalid	0	0	reject	2	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	10	4	29092	2708
f5aj5t	core.signing-serialization	invalid	0	0	reject	3	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	12	5	29489	3041
f5dyns	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108404	108404
f5g4yf	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27882	27881
f5tq95	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	18	2	108412	1556
f5zax6	core.signing-serialization	invalid	0	0	reject	2	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	10	4	29068	2684
f63sfu	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	20	36	214135	215161
f6nl5m	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	24	54	188956	190877
f72j2r	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54546	1906
f736vm	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108442	108442
f7e50r	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27857	27856
f7p7a7	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	20	3	109820	2282
f7qxfy	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27494	27494
f7sljy	core.signing-serialization	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	11	5	29369	2985
f7u7pp	core.signing-serialization	standard	1	0	accept	2	1	4	4	4	-3	U-under-bill	-	ok	9	23	28972	110536
f7ymfm	core.signing-serialization	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	11	5	29393	3009
f86nfa	core.signing-serialization	standard	1	0	accept	2	1	4	4	4	-3	U-under-bill	-	ok	9	23	28972	110536
f89zda	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80522	81035
f8jk2v	core.signature-checking.multisig.m-of-15	standard	1	1	accept	0	0	0	0	0	0	agree	-	ok	10	10	4317	4317
f8l5d0	core.signing-serialization	standard	1	0	accept	3	1	4	4	4	-3	U-under-bill	-	ok	11	27	29369	111194
f8mfnm	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	40	12	59080	5288
f8nd0h	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	7	2	27901	1580
f8snxd	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	16	0	107792	936
f8x5eh	core.signing-serialization	standard	1	0	accept	3	1	4	4	4	-3	U-under-bill	-	ok	12	30	29526	111479
f90fdn	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	7	2	27891	1570
f9kzyw	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54546	1906
f9qzlz	core.signing-serialization	invalid	0	0	reject	2	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	10	4	29129	2745
f9vwy8	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	21	21	108641	108641
fag62c	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	24	54	188932	190853
fangsj	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	18	2	108466	1592
faq389	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28567	2247
fasd27	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	17	19	161604	161734
faw3lt	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108404	108404
faxs0m	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54547	1907
fcdcdl	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27532	27532
fd8v7f	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	16	0	107827	950
fd9hte	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27920	27919
fdum4k	core.signing-serialization	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	12	5	29489	3041
fe94ux	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54534	54663
fedmxg	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	16	16	107760	107760
fee28t	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26774	26774
fef5z3	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	9	4	28996	2676
fenvft	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	5	5	27274	27274
fepxjl	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	28	46	215353	216507
fevl6c	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80547	81060
fewwjv	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108471	108471
ff9530	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	21	23	162434	162564
ff9ax5	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	27	61	189151	191328
fffg2r	core.signing-serialization	invalid	0	1	reject	6	6	0	0	0	6	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	20	0	161828	1865
fffp92	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27505	27505
ffg2j0	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	11	3	56050	3538
ffm268	core.signing-serialization	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	11	5	29393	3009
ffsytq	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79783	80296
ffxher	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	7	2	27913	1592
fg5ckl	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	16	16	107822	107822
fg8asr	core.signing-serialization	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	11	5	29369	2985
fg8dsq	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80546	81059
fgd7cp	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	25	41	215121	216147
fglnyw	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26784	26784
fgu20g	core.signing-serialization	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	12	5	29526	3078
